Mã,Tên,Tên Tiếng Anh,Cấp,Mã QH,Quận Huyện,Mã TP,Tỉnh / Thành Phố
4381,Xã Lâm Giang,,Xã,136,Huyện Văn Yên,15,Tỉnh Yên Bái
4384,Xã Châu Quế Thượng,,Xã,136,Huyện Văn Yên,15,Tỉnh Yên Bái
4387,Xã Châu Quế Hạ,,Xã,136,Huyện Văn Yên,15,Tỉnh Yên Bái
4390,Xã An Bình,,Xã,136,Huyện Văn Yên,15,Tỉnh Yên Bái
4393,Xã Quang Minh,,Xã,136,Huyện Văn Yên,15,Tỉnh Yên Bái
4396,Xã Đông An,,Xã,136,Huyện Văn Yên,15,Tỉnh Yên Bái
4399,Xã Đông Cuông,,Xã,136,Huyện Văn Yên,15,Tỉnh Yên Bái
4402,Xã Phong Dụ Hạ,,Xã,136,Huyện Văn Yên,15,Tỉnh Yên Bái
4405,Xã Mậu Đông,,Xã,136,Huyện Văn Yên,15,Tỉnh Yên Bái
4408,Xã Ngòi A,,Xã,136,Huyện Văn Yên,15,Tỉnh Yên Bái
4411,Xã Xuân Tầm,,Xã,136,Huyện Văn Yên,15,Tỉnh Yên Bái
4414,Xã Tân Hợp,,Xã,136,Huyện Văn Yên,15,Tỉnh Yên Bái
4417,Xã An Thịnh,,Xã,136,Huyện Văn Yên,15,Tỉnh Yên Bái
4420,Xã Yên Thái,,Xã,136,Huyện Văn Yên,15,Tỉnh Yên Bái
4423,Xã Phong Dụ Thượng,,Xã,136,Huyện Văn Yên,15,Tỉnh Yên Bái
4426,Xã Yên Hợp,,Xã,136,Huyện Văn Yên,15,Tỉnh Yên Bái
4429,Xã Đại Sơn,,Xã,136,Huyện Văn Yên,15,Tỉnh Yên Bái
4435,Xã Đại Phác,,Xã,136,Huyện Văn Yên,15,Tỉnh Yên Bái
4438,Xã Yên Phú,,Xã,136,Huyện Văn Yên,15,Tỉnh Yên Bái
4441,Xã Xuân Ái,,Xã,136,Huyện Văn Yên,15,Tỉnh Yên Bái
4447,Xã Viễn Sơn,,Xã,136,Huyện Văn Yên,15,Tỉnh Yên Bái
4450,Xã Mỏ Vàng,,Xã,136,Huyện Văn Yên,15,Tỉnh Yên Bái
4453,Xã Nà Hẩu,,Xã,136,Huyện Văn Yên,15,Tỉnh Yên Bái
4456,Thị trấn Mù Căng Chải,,Thị trấn,137,Huyện Mù Căng Chải,15,Tỉnh Yên Bái
4459,Xã Hồ Bốn,,Xã,137,Huyện Mù Căng Chải,15,Tỉnh Yên Bái
4462,Xã Nậm Có,,Xã,137,Huyện Mù Căng Chải,15,Tỉnh Yên Bái
4465,Xã Khao Mang,,Xã,137,Huyện Mù Căng Chải,15,Tỉnh Yên Bái
4468,Xã Mồ Dề,,Xã,137,Huyện Mù Căng Chải,15,Tỉnh Yên Bái
4471,Xã Chế Cu Nha,,Xã,137,Huyện Mù Căng Chải,15,Tỉnh Yên Bái
4474,Xã Lao Chải,,Xã,137,Huyện Mù Căng Chải,15,Tỉnh Yên Bái
4477,Xã Kim Nọi,,Xã,137,Huyện Mù Căng Chải,15,Tỉnh Yên Bái
4480,Xã Cao Phạ,,Xã,137,Huyện Mù Căng Chải,15,Tỉnh Yên Bái
4483,Xã La Pán Tẩn,,Xã,137,Huyện Mù Căng Chải,15,Tỉnh Yên Bái
4486,Xã Dế Su Phình,,Xã,137,Huyện Mù Căng Chải,15,Tỉnh Yên Bái
4489,Xã Chế Tạo,,Xã,137,Huyện Mù Căng Chải,15,Tỉnh Yên Bái
4492,Xã Púng Luông,,Xã,137,Huyện Mù Căng Chải,15,Tỉnh Yên Bái
4495,Xã Nậm Khắt,,Xã,137,Huyện Mù Căng Chải,15,Tỉnh Yên Bái
4498,Thị trấn Cổ Phúc,,Thị trấn,138,Huyện Trấn Yên,15,Tỉnh Yên Bái
4501,Xã Tân Đồng,,Xã,138,Huyện Trấn Yên,15,Tỉnh Yên Bái
4504,Xã Báo Đáp,,Xã,138,Huyện Trấn Yên,15,Tỉnh Yên Bái
4507,Xã Đào Thịnh,,Xã,138,Huyện Trấn Yên,15,Tỉnh Yên Bái
4510,Xã Việt Thành,,Xã,138,Huyện Trấn Yên,15,Tỉnh Yên Bái
4513,Xã Hòa Cuông,,Xã,138,Huyện Trấn Yên,15,Tỉnh Yên Bái
4516,Xã Minh Quán,,Xã,138,Huyện Trấn Yên,15,Tỉnh Yên Bái
4519,Xã Quy Mông,,Xã,138,Huyện Trấn Yên,15,Tỉnh Yên Bái
4522,Xã Cường Thịnh,,Xã,138,Huyện Trấn Yên,15,Tỉnh Yên Bái
4525,Xã Kiên Thành,,Xã,138,Huyện Trấn Yên,15,Tỉnh Yên Bái
4528,Xã Nga Quán,,Xã,138,Huyện Trấn Yên,15,Tỉnh Yên Bái
4531,Xã Y Can,,Xã,138,Huyện Trấn Yên,15,Tỉnh Yên Bái
4537,Xã Lương Thịnh,,Xã,138,Huyện Trấn Yên,15,Tỉnh Yên Bái
4561,Xã Bảo Hưng,,Xã,138,Huyện Trấn Yên,15,Tỉnh Yên Bái
4564,Xã Việt Cường,,Xã,138,Huyện Trấn Yên,15,Tỉnh Yên Bái
4567,Xã Minh Quân,,Xã,138,Huyện Trấn Yên,15,Tỉnh Yên Bái
4570,Xã Hồng Ca,,Xã,138,Huyện Trấn Yên,15,Tỉnh Yên Bái
4573,Xã Hưng Thịnh,,Xã,138,Huyện Trấn Yên,15,Tỉnh Yên Bái
4576,Xã Hưng Khánh,,Xã,138,Huyện Trấn Yên,15,Tỉnh Yên Bái
4579,Xã Việt Hồng,,Xã,138,Huyện Trấn Yên,15,Tỉnh Yên Bái
4582,Xã Vân Hội,,Xã,138,Huyện Trấn Yên,15,Tỉnh Yên Bái
4585,Thị trấn Trạm Tấu,,Thị trấn,139,Huyện Trạm Tấu,15,Tỉnh Yên Bái
4588,Xã Túc Đán,,Xã,139,Huyện Trạm Tấu,15,Tỉnh Yên Bái
4591,Xã Pá Lau,,Xã,139,Huyện Trạm Tấu,15,Tỉnh Yên Bái
4594,Xã Xà Hồ,,Xã,139,Huyện Trạm Tấu,15,Tỉnh Yên Bái
4597,Xã Phình Hồ,,Xã,139,Huyện Trạm Tấu,15,Tỉnh Yên Bái
4600,Xã Trạm Tấu,,Xã,139,Huyện Trạm Tấu,15,Tỉnh Yên Bái
4603,Xã Tà Si Láng,,Xã,139,Huyện Trạm Tấu,15,Tỉnh Yên Bái
4606,Xã Pá Hu,,Xã,139,Huyện Trạm Tấu,15,Tỉnh Yên Bái
4609,Xã Làng Nhì,,Xã,139,Huyện Trạm Tấu,15,Tỉnh Yên Bái
4612,Xã Bản Công,,Xã,139,Huyện Trạm Tấu,15,Tỉnh Yên Bái
4615,Xã Bản Mù,,Xã,139,Huyện Trạm Tấu,15,Tỉnh Yên Bái
4618,Xã Hát Lìu,,Xã,139,Huyện Trạm Tấu,15,Tỉnh Yên Bái
4621,Thị trấn NT Liên Sơn,,Thị trấn,140,Huyện Văn Chấn,15,Tỉnh Yên Bái
4627,Thị trấn NT Trần Phú,,Thị trấn,140,Huyện Văn Chấn,15,Tỉnh Yên Bái
4630,Xã Tú Lệ,,Xã,140,Huyện Văn Chấn,15,Tỉnh Yên Bái
4633,Xã Nậm Búng,,Xã,140,Huyện Văn Chấn,15,Tỉnh Yên Bái
4636,Xã Gia Hội,,Xã,140,Huyện Văn Chấn,15,Tỉnh Yên Bái
4639,Xã Sùng Đô,,Xã,140,Huyện Văn Chấn,15,Tỉnh Yên Bái
4642,Xã Nậm Mười,,Xã,140,Huyện Văn Chấn,15,Tỉnh Yên Bái
4645,Xã An Lương,,Xã,140,Huyện Văn Chấn,15,Tỉnh Yên Bái
4648,Xã Nậm Lành,,Xã,140,Huyện Văn Chấn,15,Tỉnh Yên Bái
4651,Xã Sơn Lương,,Xã,140,Huyện Văn Chấn,15,Tỉnh Yên Bái
4654,Xã Suối Quyền,,Xã,140,Huyện Văn Chấn,15,Tỉnh Yên Bái
4657,Xã Suối Giàng,,Xã,140,Huyện Văn Chấn,15,Tỉnh Yên Bái
4666,Xã Nghĩa Sơn,,Xã,140,Huyện Văn Chấn,15,Tỉnh Yên Bái
4669,Xã Suối Bu,,Xã,140,Huyện Văn Chấn,15,Tỉnh Yên Bái
4672,Thị trấn Sơn Thịnh,,Thị trấn,140,Huyện Văn Chấn,15,Tỉnh Yên Bái
4687,Xã Đại Lịch,,Xã,140,Huyện Văn Chấn,15,Tỉnh Yên Bái
4690,Xã Đồng Khê,,Xã,140,Huyện Văn Chấn,15,Tỉnh Yên Bái
4693,Xã Cát Thịnh,,Xã,140,Huyện Văn Chấn,15,Tỉnh Yên Bái
4696,Xã Tân Thịnh,,Xã,140,Huyện Văn Chấn,15,Tỉnh Yên Bái
4699,Xã Chấn Thịnh,,Xã,140,Huyện Văn Chấn,15,Tỉnh Yên Bái
4702,Xã Bình Thuận,,Xã,140,Huyện Văn Chấn,15,Tỉnh Yên Bái
4705,Xã Thượng Bằng La,,Xã,140,Huyện Văn Chấn,15,Tỉnh Yên Bái
4708,Xã Minh An,,Xã,140,Huyện Văn Chấn,15,Tỉnh Yên Bái
4711,Xã Nghĩa Tâm,,Xã,140,Huyện Văn Chấn,15,Tỉnh Yên Bái
4714,Thị trấn Yên Bình,,Thị trấn,141,Huyện Yên Bình,15,Tỉnh Yên Bái
4717,Thị trấn Thác Bà,,Thị trấn,141,Huyện Yên Bình,15,Tỉnh Yên Bái
4720,Xã Xuân Long,,Xã,141,Huyện Yên Bình,15,Tỉnh Yên Bái
4726,Xã Cảm Nhân,,Xã,141,Huyện Yên Bình,15,Tỉnh Yên Bái
4729,Xã Ngọc Chấn,,Xã,141,Huyện Yên Bình,15,Tỉnh Yên Bái
4732,Xã Tân Nguyên,,Xã,141,Huyện Yên Bình,15,Tỉnh Yên Bái
4735,Xã Phúc Ninh,,Xã,141,Huyện Yên Bình,15,Tỉnh Yên Bái
4738,Xã Bảo Ái,,Xã,141,Huyện Yên Bình,15,Tỉnh Yên Bái
4741,Xã Mỹ Gia,,Xã,141,Huyện Yên Bình,15,Tỉnh Yên Bái
4744,Xã Xuân Lai,,Xã,141,Huyện Yên Bình,15,Tỉnh Yên Bái
4747,Xã Mông Sơn,,Xã,141,Huyện Yên Bình,15,Tỉnh Yên Bái
4750,Xã Cảm Ân,,Xã,141,Huyện Yên Bình,15,Tỉnh Yên Bái
4753,Xã Yên Thành,,Xã,141,Huyện Yên Bình,15,Tỉnh Yên Bái
4756,Xã Tân Hương,,Xã,141,Huyện Yên Bình,15,Tỉnh Yên Bái
4759,Xã Phúc An,,Xã,141,Huyện Yên Bình,15,Tỉnh Yên Bái
4762,Xã Bạch Hà,,Xã,141,Huyện Yên Bình,15,Tỉnh Yên Bái
4765,Xã Vũ Linh,,Xã,141,Huyện Yên Bình,15,Tỉnh Yên Bái
4768,Xã Đại Đồng,,Xã,141,Huyện Yên Bình,15,Tỉnh Yên Bái
4771,Xã Vĩnh Kiên,,Xã,141,Huyện Yên Bình,15,Tỉnh Yên Bái
4774,Xã Yên Bình,,Xã,141,Huyện Yên Bình,15,Tỉnh Yên Bái
4777,Xã Thịnh Hưng,,Xã,141,Huyện Yên Bình,15,Tỉnh Yên Bái
4780,Xã Hán Đà,,Xã,141,Huyện Yên Bình,15,Tỉnh Yên Bái
4783,Xã Phú Thịnh,,Xã,141,Huyện Yên Bình,15,Tỉnh Yên Bái
4786,Xã Đại Minh,,Xã,141,Huyện Yên Bình,15,Tỉnh Yên Bái
4789,Phường Thái Bình,,Phường,148,Thành phố Hòa Bình,17,Tỉnh Hoà Bình
4792,Phường Tân Hòa,,Phường,148,Thành phố Hòa Bình,17,Tỉnh Hoà Bình
4795,Phường Thịnh Lang,,Phường,148,Thành phố Hòa Bình,17,Tỉnh Hoà Bình
4798,Phường Hữu Nghị,,Phường,148,Thành phố Hòa Bình,17,Tỉnh Hoà Bình
4801,Phường Tân Thịnh,,Phường,148,Thành phố Hòa Bình,17,Tỉnh Hoà Bình
4804,Phường Đồng Tiến,,Phường,148,Thành phố Hòa Bình,17,Tỉnh Hoà Bình
4807,Phường Phương Lâm,,Phường,148,Thành phố Hòa Bình,17,Tỉnh Hoà Bình
4813,Xã Yên Mông,,Xã,148,Thành phố Hòa Bình,17,Tỉnh Hoà Bình
4816,Phường Quỳnh Lâm,,Phường,148,Thành phố Hòa Bình,17,Tỉnh Hoà Bình
4819,Phường Dân Chủ,,Phường,148,Thành phố Hòa Bình,17,Tỉnh Hoà Bình
4825,Xã Hòa Bình,,Xã,148,Thành phố Hòa Bình,17,Tỉnh Hoà Bình
4828,Phường Thống Nhất,,Phường,148,Thành phố Hòa Bình,17,Tỉnh Hoà Bình
4894,Phường Kỳ Sơn,,Phường,148,Thành phố Hòa Bình,17,Tỉnh Hoà Bình
4897,Xã Thịnh Minh,,Xã,148,Thành phố Hòa Bình,17,Tỉnh Hoà Bình
4903,Xã Hợp Thành,,Xã,148,Thành phố Hòa Bình,17,Tỉnh Hoà Bình
4906,Xã Quang Tiến,,Xã,148,Thành phố Hòa Bình,17,Tỉnh Hoà Bình
4912,Xã Mông Hóa,,Xã,148,Thành phố Hòa Bình,17,Tỉnh Hoà Bình
4918,Phường Trung Minh,,Phường,148,Thành phố Hòa Bình,17,Tỉnh Hoà Bình
4921,Xã Độc Lập,,Xã,148,Thành phố Hòa Bình,17,Tỉnh Hoà Bình
4831,Thị trấn Đà Bắc,,Thị trấn,150,Huyện Đà Bắc,17,Tỉnh Hoà Bình
4834,Xã Nánh Nghê,,Xã,150,Huyện Đà Bắc,17,Tỉnh Hoà Bình
4840,Xã Giáp Đắt,,Xã,150,Huyện Đà Bắc,17,Tỉnh Hoà Bình
4846,Xã Mường Chiềng,,Xã,150,Huyện Đà Bắc,17,Tỉnh Hoà Bình
4849,Xã Tân Pheo,,Xã,150,Huyện Đà Bắc,17,Tỉnh Hoà Bình
4852,Xã Đồng Chum,,Xã,150,Huyện Đà Bắc,17,Tỉnh Hoà Bình
4855,Xã Tân Minh,,Xã,150,Huyện Đà Bắc,17,Tỉnh Hoà Bình
4858,Xã Đoàn Kết,,Xã,150,Huyện Đà Bắc,17,Tỉnh Hoà Bình
4861,Xã Đồng Ruộng,,Xã,150,Huyện Đà Bắc,17,Tỉnh Hoà Bình
4867,Xã Tú Lý,,Xã,150,Huyện Đà Bắc,17,Tỉnh Hoà Bình
4870,Xã Trung Thành,,Xã,150,Huyện Đà Bắc,17,Tỉnh Hoà Bình
4873,Xã Yên Hòa,,Xã,150,Huyện Đà Bắc,17,Tỉnh Hoà Bình
4876,Xã Cao Sơn,,Xã,150,Huyện Đà Bắc,17,Tỉnh Hoà Bình
4879,Xã Toàn Sơn,,Xã,150,Huyện Đà Bắc,17,Tỉnh Hoà Bình
4885,Xã Hiền Lương,,Xã,150,Huyện Đà Bắc,17,Tỉnh Hoà Bình
4888,Xã Tiền Phong,,Xã,150,Huyện Đà Bắc,17,Tỉnh Hoà Bình
4891,Xã Vầy Nưa,,Xã,150,Huyện Đà Bắc,17,Tỉnh Hoà Bình
4924,Thị trấn Lương Sơn,,Thị trấn,152,Huyện Lương Sơn,17,Tỉnh Hoà Bình
4942,Xã Lâm Sơn,,Xã,152,Huyện Lương Sơn,17,Tỉnh Hoà Bình
4945,Xã Hòa Sơn,,Xã,152,Huyện Lương Sơn,17,Tỉnh Hoà Bình
4951,Xã Tân Vinh,,Xã,152,Huyện Lương Sơn,17,Tỉnh Hoà Bình
4954,Xã Nhuận Trạch,,Xã,152,Huyện Lương Sơn,17,Tỉnh Hoà Bình
4957,Xã Cao Sơn,,Xã,152,Huyện Lương Sơn,17,Tỉnh Hoà Bình
4960,Xã Cư Yên,,Xã,152,Huyện Lương Sơn,17,Tỉnh Hoà Bình
4969,Xã Liên Sơn,,Xã,152,Huyện Lương Sơn,17,Tỉnh Hoà Bình
5008,Xã Cao Dương,,Xã,152,Huyện Lương Sơn,17,Tỉnh Hoà Bình
5041,Xã Thanh Sơn,,Xã,152,Huyện Lương Sơn,17,Tỉnh Hoà Bình
5047,Xã Thanh Cao,,Xã,152,Huyện Lương Sơn,17,Tỉnh Hoà Bình
4978,Thị trấn Bo,,Thị trấn,153,Huyện Kim Bôi,17,Tỉnh Hoà Bình
4984,Xã Đú Sáng,,Xã,153,Huyện Kim Bôi,17,Tỉnh Hoà Bình
4987,Xã Hùng Sơn,,Xã,153,Huyện Kim Bôi,17,Tỉnh Hoà Bình
4990,Xã Bình Sơn,,Xã,153,Huyện Kim Bôi,17,Tỉnh Hoà Bình
4999,Xã Tú Sơn,,Xã,153,Huyện Kim Bôi,17,Tỉnh Hoà Bình
5005,Xã Vĩnh Tiến,,Xã,153,Huyện Kim Bôi,17,Tỉnh Hoà Bình
5014,Xã Đông Bắc,,Xã,153,Huyện Kim Bôi,17,Tỉnh Hoà Bình
5017,Xã Xuân Thủy,,Xã,153,Huyện Kim Bôi,17,Tỉnh Hoà Bình
5026,Xã Vĩnh Đồng,,Xã,153,Huyện Kim Bôi,17,Tỉnh Hoà Bình
5035,Xã Kim Lập,,Xã,153,Huyện Kim Bôi,17,Tỉnh Hoà Bình
5038,Xã Hợp Tiến,,Xã,153,Huyện Kim Bôi,17,Tỉnh Hoà Bình
5065,Xã Kim Bôi,,Xã,153,Huyện Kim Bôi,17,Tỉnh Hoà Bình
5068,Xã Nam Thượng,,Xã,153,Huyện Kim Bôi,17,Tỉnh Hoà Bình
5077,Xã Cuối Hạ,,Xã,153,Huyện Kim Bôi,17,Tỉnh Hoà Bình
5080,Xã Sào Báy,,Xã,153,Huyện Kim Bôi,17,Tỉnh Hoà Bình
5083,Xã Mi Hòa,,Xã,153,Huyện Kim Bôi,17,Tỉnh Hoà Bình
5086,Xã Nuông Dăm,,Xã,153,Huyện Kim Bôi,17,Tỉnh Hoà Bình
5089,Thị trấn Cao Phong,,Thị trấn,154,Huyện Cao Phong,17,Tỉnh Hoà Bình
5092,Xã Bình Thanh,,Xã,154,Huyện Cao Phong,17,Tỉnh Hoà Bình
5095,Xã Thung Nai,,Xã,154,Huyện Cao Phong,17,Tỉnh Hoà Bình
5098,Xã Bắc Phong,,Xã,154,Huyện Cao Phong,17,Tỉnh Hoà Bình
5101,Xã Thu Phong,,Xã,154,Huyện Cao Phong,17,Tỉnh Hoà Bình
5104,Xã Hợp Phong,,Xã,154,Huyện Cao Phong,17,Tỉnh Hoà Bình
5110,Xã Tây Phong,,Xã,154,Huyện Cao Phong,17,Tỉnh Hoà Bình
5116,Xã Dũng Phong,,Xã,154,Huyện Cao Phong,17,Tỉnh Hoà Bình
5119,Xã Nam Phong,,Xã,154,Huyện Cao Phong,17,Tỉnh Hoà Bình
5125,Xã Thạch Yên,,Xã,154,Huyện Cao Phong,17,Tỉnh Hoà Bình
5128,Thị trấn Mãn Đức,,Thị trấn,155,Huyện Tân Lạc,17,Tỉnh Hoà Bình
5134,Xã Suối Hoa,,Xã,155,Huyện Tân Lạc,17,Tỉnh Hoà Bình
5137,Xã Phú Vinh,,Xã,155,Huyện Tân Lạc,17,Tỉnh Hoà Bình
5140,Xã Phú Cường,,Xã,155,Huyện Tân Lạc,17,Tỉnh Hoà Bình
5143,Xã Mỹ Hòa,,Xã,155,Huyện Tân Lạc,17,Tỉnh Hoà Bình
5152,Xã Quyết Chiến,,Xã,155,Huyện Tân Lạc,17,Tỉnh Hoà Bình
5158,Xã Phong Phú,,Xã,155,Huyện Tân Lạc,17,Tỉnh Hoà Bình
5164,Xã Tử Nê,,Xã,155,Huyện Tân Lạc,17,Tỉnh Hoà Bình
5167,Xã Thanh Hối,,Xã,155,Huyện Tân Lạc,17,Tỉnh Hoà Bình
5170,Xã Ngọc Mỹ,,Xã,155,Huyện Tân Lạc,17,Tỉnh Hoà Bình
5173,Xã Đông Lai,,Xã,155,Huyện Tân Lạc,17,Tỉnh Hoà Bình
5176,Xã Vân Sơn,,Xã,155,Huyện Tân Lạc,17,Tỉnh Hoà Bình
5182,Xã Nhân Mỹ,,Xã,155,Huyện Tân Lạc,17,Tỉnh Hoà Bình
5191,Xã Lỗ Sơn,,Xã,155,Huyện Tân Lạc,17,Tỉnh Hoà Bình
5194,Xã Ngổ Luông,,Xã,155,Huyện Tân Lạc,17,Tỉnh Hoà Bình
5197,Xã Gia Mô,,Xã,155,Huyện Tân Lạc,17,Tỉnh Hoà Bình
4882,Xã Tân Thành,,Xã,156,Huyện Mai Châu,17,Tỉnh Hoà Bình
5200,Thị trấn Mai Châu,,Thị trấn,156,Huyện Mai Châu,17,Tỉnh Hoà Bình
5206,Xã Sơn Thủy,,Xã,156,Huyện Mai Châu,17,Tỉnh Hoà Bình
5209,Xã Pà Cò,,Xã,156,Huyện Mai Châu,17,Tỉnh Hoà Bình
5212,Xã Hang Kia,,Xã,156,Huyện Mai Châu,17,Tỉnh Hoà Bình
5221,Xã Đồng Tân,,Xã,156,Huyện Mai Châu,17,Tỉnh Hoà Bình
5224,Xã Cun Pheo,,Xã,156,Huyện Mai Châu,17,Tỉnh Hoà Bình
5227,Xã Bao La,,Xã,156,Huyện Mai Châu,17,Tỉnh Hoà Bình
5233,Xã Tòng Đậu,,Xã,156,Huyện Mai Châu,17,Tỉnh Hoà Bình
5242,Xã Nà Phòn,,Xã,156,Huyện Mai Châu,17,Tỉnh Hoà Bình
5245,Xã Săm Khóe,,Xã,156,Huyện Mai Châu,17,Tỉnh Hoà Bình
5248,Xã Chiềng Châu,,Xã,156,Huyện Mai Châu,17,Tỉnh Hoà Bình
5251,Xã Mai Hạ,,Xã,156,Huyện Mai Châu,17,Tỉnh Hoà Bình
5254,Xã Thành Sơn,,Xã,156,Huyện Mai Châu,17,Tỉnh Hoà Bình
5257,Xã Mai Hịch,,Xã,156,Huyện Mai Châu,17,Tỉnh Hoà Bình
5263,Xã Vạn Mai,,Xã,156,Huyện Mai Châu,17,Tỉnh Hoà Bình
5266,Thị trấn Vụ Bản,,Thị trấn,157,Huyện Lạc Sơn,17,Tỉnh Hoà Bình
5269,Xã Quý Hòa,,Xã,157,Huyện Lạc Sơn,17,Tỉnh Hoà Bình
5272,Xã Miền Đồi,,Xã,157,Huyện Lạc Sơn,17,Tỉnh Hoà Bình
5275,Xã Mỹ Thành,,Xã,157,Huyện Lạc Sơn,17,Tỉnh Hoà Bình
5278,Xã Tuân Đạo,,Xã,157,Huyện Lạc Sơn,17,Tỉnh Hoà Bình
5281,Xã Văn Nghĩa,,Xã,157,Huyện Lạc Sơn,17,Tỉnh Hoà Bình
5284,Xã Văn Sơn,,Xã,157,Huyện Lạc Sơn,17,Tỉnh Hoà Bình
5287,Xã Tân Lập,,Xã,157,Huyện Lạc Sơn,17,Tỉnh Hoà Bình
5290,Xã Nhân Nghĩa,,Xã,157,Huyện Lạc Sơn,17,Tỉnh Hoà Bình
5293,Xã Thượng Cốc,,Xã,157,Huyện Lạc Sơn,17,Tỉnh Hoà Bình
5299,Xã Quyết Thắng,,Xã,157,Huyện Lạc Sơn,17,Tỉnh Hoà Bình
5302,Xã Xuất Hóa,,Xã,157,Huyện Lạc Sơn,17,Tỉnh Hoà Bình
5305,Xã Yên Phú,,Xã,157,Huyện Lạc Sơn,17,Tỉnh Hoà Bình
5308,Xã Bình Hẻm,,Xã,157,Huyện Lạc Sơn,17,Tỉnh Hoà Bình
5320,Xã Định Cư,,Xã,157,Huyện Lạc Sơn,17,Tỉnh Hoà Bình
5323,Xã Chí Đạo,,Xã,157,Huyện Lạc Sơn,17,Tỉnh Hoà Bình
5329,Xã Ngọc Sơn,,Xã,157,Huyện Lạc Sơn,17,Tỉnh Hoà Bình
5332,Xã Hương Nhượng,,Xã,157,Huyện Lạc Sơn,17,Tỉnh Hoà Bình
5335,Xã Vũ Bình,,Xã,157,Huyện Lạc Sơn,17,Tỉnh Hoà Bình
5338,Xã Tự Do,,Xã,157,Huyện Lạc Sơn,17,Tỉnh Hoà Bình
5341,Xã Yên Nghiệp,,Xã,157,Huyện Lạc Sơn,17,Tỉnh Hoà Bình
5344,Xã Tân Mỹ,,Xã,157,Huyện Lạc Sơn,17,Tỉnh Hoà Bình
5347,Xã Ân Nghĩa,,Xã,157,Huyện Lạc Sơn,17,Tỉnh Hoà Bình
5350,Xã Ngọc Lâu,,Xã,157,Huyện Lạc Sơn,17,Tỉnh Hoà Bình
5353,Thị trấn Hàng Trạm,,Thị trấn,158,Huyện Yên Thủy,17,Tỉnh Hoà Bình
5356,Xã Lạc Sỹ,,Xã,158,Huyện Yên Thủy,17,Tỉnh Hoà Bình
5362,Xã Lạc Lương,,Xã,158,Huyện Yên Thủy,17,Tỉnh Hoà Bình
5365,Xã Bảo Hiệu,,Xã,158,Huyện Yên Thủy,17,Tỉnh Hoà Bình
5368,Xã Đa Phúc,,Xã,158,Huyện Yên Thủy,17,Tỉnh Hoà Bình
5371,Xã Hữu Lợi,,Xã,158,Huyện Yên Thủy,17,Tỉnh Hoà Bình
5374,Xã Lạc Thịnh,,Xã,158,Huyện Yên Thủy,17,Tỉnh Hoà Bình
5380,Xã Đoàn Kết,,Xã,158,Huyện Yên Thủy,17,Tỉnh Hoà Bình
5383,Xã Phú Lai,,Xã,158,Huyện Yên Thủy,17,Tỉnh Hoà Bình
5386,Xã Yên Trị,,Xã,158,Huyện Yên Thủy,17,Tỉnh Hoà Bình
5389,Xã Ngọc Lương,,Xã,158,Huyện Yên Thủy,17,Tỉnh Hoà Bình
4981,Thị trấn Ba Hàng Đồi,,Thị trấn,159,Huyện Lạc Thủy,17,Tỉnh Hoà Bình
5392,Thị trấn Chi Nê,,Thị trấn,159,Huyện Lạc Thủy,17,Tỉnh Hoà Bình
5395,Xã Phú Nghĩa,,Xã,159,Huyện Lạc Thủy,17,Tỉnh Hoà Bình
5398,Xã Phú Thành,,Xã,159,Huyện Lạc Thủy,17,Tỉnh Hoà Bình
5404,Xã Hưng Thi,,Xã,159,Huyện Lạc Thủy,17,Tỉnh Hoà Bình
5413,Xã Khoan Dụ,,Xã,159,Huyện Lạc Thủy,17,Tỉnh Hoà Bình
5419,Xã Đồng Tâm,,Xã,159,Huyện Lạc Thủy,17,Tỉnh Hoà Bình
5422,Xã Yên Bồng,,Xã,159,Huyện Lạc Thủy,17,Tỉnh Hoà Bình
5425,Xã Thống Nhất,,Xã,159,Huyện Lạc Thủy,17,Tỉnh Hoà Bình
5428,Xã An Bình,,Xã,159,Huyện Lạc Thủy,17,Tỉnh Hoà Bình
5431,Phường Quán Triều,,Phường,164,Thành phố Thái Nguyên,19,Tỉnh Thái Nguyên
5434,Phường Quang Vinh,,Phường,164,Thành phố Thái Nguyên,19,Tỉnh Thái Nguyên
5437,Phường Túc Duyên,,Phường,164,Thành phố Thái Nguyên,19,Tỉnh Thái Nguyên
5440,Phường Hoàng Văn Thụ,,Phường,164,Thành phố Thái Nguyên,19,Tỉnh Thái Nguyên
5443,Phường Trưng Vương,,Phường,164,Thành phố Thái Nguyên,19,Tỉnh Thái Nguyên
5446,Phường Quang Trung,,Phường,164,Thành phố Thái Nguyên,19,Tỉnh Thái Nguyên
5449,Phường Phan Đình Phùng,,Phường,164,Thành phố Thái Nguyên,19,Tỉnh Thái Nguyên
5452,Phường Tân Thịnh,,Phường,164,Thành phố Thái Nguyên,19,Tỉnh Thái Nguyên
5455,Phường Thịnh Đán,,Phường,164,Thành phố Thái Nguyên,19,Tỉnh Thái Nguyên
5458,Phường Đồng Quang,,Phường,164,Thành phố Thái Nguyên,19,Tỉnh Thái Nguyên
5461,Phường Gia Sàng,,Phường,164,Thành phố Thái Nguyên,19,Tỉnh Thái Nguyên
5464,Phường Tân Lập,,Phường,164,Thành phố Thái Nguyên,19,Tỉnh Thái Nguyên
5467,Phường Cam Giá,,Phường,164,Thành phố Thái Nguyên,19,Tỉnh Thái Nguyên
